NO_OF_FRAMES	2897
NO_OF_CAMERAS	16
NO_OF_MARKERS	3
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--
TIME_STAMP--
DATA_INCLUDED	3D
MARKER_NAMES	POS1	POS2	POS3	
-0.142952	-0.029961	0.060946	-0.175523	-0.570894	0.131947	-0.362916	0.906174	-0.826757	
-0.142952	-0.029961	0.060946	-0.175523	-0.570894	0.131947	-0.362916	0.906174	-0.826757	
2.230497	0.470382	-0.948489	2.735909	9.015535	-2.059343	5.648140	-14.273185	13.027258	
2.781971	0.586903	-1.182945	3.411522	11.254380	-2.568953	7.042712	-17.815357	16.260262	
1.141382	0.241537	-0.485085	1.397293	4.649307	-1.055253	2.883623	-7.351694	6.710289	
-1.646830	-0.345865	0.700691	-2.024938	-6.594152	1.517771	-4.181877	10.454845	-9.541817	
-4.157267	-0.875292	1.767917	-5.105500	-16.738285	3.834697	-10.540497	26.513614	-24.199533	
-5.460561	-1.151290	2.321164	-6.702901	-22.049172	5.038266	-13.834899	34.907179	-31.862302	
-5.386983	-1.138366	2.288277	-6.607426	-21.855071	4.972668	-13.632238	34.569216	-31.556690	
-4.322642	-0.917825	1.833826	-5.291551	-17.715197	3.995195	-10.909275	27.970762	-25.537115	
-2.847009	-0.611096	1.205053	-3.466063	-11.944852	2.641186	-7.136240	18.787821	-17.156929	
-1.448137	-0.319438	0.610796	-1.731842	-6.453334	1.360458	-3.557895	10.063994	-9.191521	
-0.396621	-0.097252	0.167741	-0.426487	-2.227901	0.400167	-0.876238	3.394037	-3.093611	
0.249201	0.046561	-0.097814	0.368531	0.638058	-0.191013	0.736346	-1.035691	0.968736	
0.570036	0.132309	-0.219633	0.738581	2.618339	-0.495259	1.455359	-3.941348	3.648635	
0.698950	0.189716	-0.255778	0.832185	4.344886	-0.644327	1.593075	-6.313074	5.844589	
0.752945	0.241602	-0.260527	0.782206	6.254217	-0.753593	1.437538	-8.878060	8.208830	
0.794813	0.294387	-0.268470	0.665779	8.368027	-0.882773	1.167894	-11.769770	10.845839	
0.825959	0.336776	-0.290273	0.501298	10.259929	-1.025326	0.840368	-14.470301	13.263840	
0.805551	0.346782	-0.317702	0.272908	11.236175	-1.124709	0.425585	-16.056362	14.607952	
0.686454	0.304825	-0.334448	-0.032417	10.689545	-1.111371	-0.127467	-15.686237	14.116107	
0.451450	0.206927	-0.327866	-0.394672	8.467880	-0.945807	-0.829480	-13.106937	11.590854	
0.130288	0.069883	-0.296126	-0.755289	5.029088	-0.645860	-1.619185	-8.870516	7.595698	
-0.212068	-0.075752	-0.247713	-1.040089	1.258612	-0.281949	-2.377379	-4.096707	3.222837	
-0.506028	-0.200381	-0.195253	-1.194670	-1.933764	0.055931	-2.977351	0.052151	-0.412733	
-0.704695	-0.287563	-0.148714	-1.207440	-3.968183	0.297181	-3.341191	2.821398	-2.611063	
-0.792929	-0.336597	-0.111564	-1.106148	-4.718200	0.413811	-3.468551	4.013112	-3.238136	
-0.780566	-0.356661	-0.080017	-0.933551	-4.430186	0.422287	-3.422372	3.892094	-2.634994	
-0.691573	-0.358962	-0.044527	-0.720880	-3.565775	0.371053	-3.286861	3.016449	-1.436032	
-0.556839	-0.352277	0.005970	-0.477649	-2.638026	0.320736	-3.137372	2.049510	-0.352494	
-0.409837	-0.342891	0.077032	-0.204075	-2.044153	0.320744	-3.050710	1.520224	0.095428	
-0.281317	-0.336309	0.162548	0.086085	-1.925821	0.389225	-3.131823	1.589711	-0.178327	
-0.192103	-0.337248	0.245336	0.355561	-2.144934	0.507729	-3.492222	2.007051	-0.797995	
-0.147327	-0.346764	0.306220	0.559172	-2.421250	0.635763	-4.155628	2.354202	-1.207625	
-0.136687	-0.359349	0.335279	0.672176	-2.543600	0.735600	-4.967497	2.409213	-1.077205	
-0.142320	-0.364303	0.335912	0.704584	-2.490501	0.789590	-5.625646	2.308949	-0.499584	
-0.150408	-0.351977	0.318747	0.688799	-2.381347	0.800290	-5.848613	2.377273	0.165723	
-0.158747	-0.319934	0.291790	0.654112	-2.336857	0.778940	-5.550336	2.812876	0.611038	
-0.174843	-0.273720	0.255761	0.611032	-2.386117	0.734888	-4.873357	3.535011	0.763032	
-0.206644	-0.222668	0.207423	0.554076	-2.476003	0.673314	-4.073636	4.279908	0.731195	
-0.253713	-0.175420	0.146249	0.473849	-2.534329	0.599074	-3.374667	4.799904	0.652855	
-0.305219	-0.137878	0.078062	0.365994	-2.518079	0.520039	-2.888576	4.989570	0.587548	
-0.345036	-0.112688	0.013414	0.233127	-2.424684	0.446292	-2.613462	4.892871	0.501596	
-0.359510	-0.099535	-0.036826	0.082722	-2.281184	0.386867	-2.479089	4.640290	0.313441	
-0.342933	-0.096830	-0.065044	-0.075652	-2.127160	0.347354	-2.414681	4.368553	-0.035804	
-0.298434	-0.103874	-0.068333	-0.232145	-1.997852	0.328960	-2.396455	4.156917	-0.529560	
-0.235323	-0.120749	-0.048851	-0.376768	-1.911190	0.327239	-2.429688	4.005592	-1.084040	
-0.165294	-0.145300	-0.013939	-0.498106	-1.862020	0.330395	-2.477691	3.862234	-1.614526	
-0.099026	-0.170572	0.024790	-0.582326	-1.825092	0.320272	-2.417380	3.673905	-2.099040	
-0.043776	-0.186648	0.054418	-0.614663	-1.766814	0.279014	-2.087554	3.431933	-2.580436	
-0.002591	-0.186801	0.065101	-0.584017	-1.663502	0.199623	-1.406399	3.190456	-3.109504	
0.024088	-0.174056	0.053730	-0.488943	-1.520557	0.094397	-0.471680	3.056312	-3.681262	
0.035103	-0.163925	0.024982	-0.341830	-1.383608	-0.004346	0.422043	3.153698	-4.207782	
0.026646	-0.180309	-0.010724	-0.167784	-1.330332	-0.053444	0.868370	3.567019	-4.537856	
-0.004448	-0.243052	-0.041549	0.003810	-1.435277	-0.016853	0.535115	4.274109	-4.521254	
-0.052418	-0.350589	-0.058982	0.152603	-1.717121	0.113360	-0.596901	5.101861	-4.103531	
